Timestamp,Price,Volume,Market Cap,Price Change (%),Hourly Volume,Volume Change (%),Token,Market Cap Change (%)
2024-03-20 22:01:16,0.0141269627015321,454665.84466108313,0.0,0.6001861154221411,8917.232872501714,,OX,
2024-03-20 23:08:10,0.0140009060607497,271747.0532871427,0.0,-0.8923124060398968,-182918.79137394042,-2151.295440965902,OX,
2024-03-21 00:07:27,0.0140148056005111,256591.304122046,0.0,0.0992760018608152,-15155.749165096699,-91.71449305385259,OX,
2024-03-21 01:09:16,0.0140212624858474,255245.4943233517,0.0,0.04607188654879302,-1345.809798694303,-91.12013676108029,OX,
2024-03-21 02:09:39,0.0138450102749296,252754.78772590955,0.0,-1.2570352426944709,-2490.7065974421566,85.07121881997189,OX,
2024-03-21 03:06:14,0.0140505469329381,399354.9532963837,0.0,1.4845540301308802,146600.16557047417,-5985.88658820858,OX,
2024-03-21 04:06:43,0.0140224996850951,398225.9126711445,0.0,-0.19961676920384752,-1129.0406252391986,-100.77014962489687,OX,
2024-03-21 05:06:43,0.0140746493792396,350509.26625390974,0.0,0.3719001270503286,-47716.64641723479,4126.300219013425,OX,
2024-03-21 06:04:56,0.0140928443179314,306150.86662160285,0.0,0.12927454319848763,-44358.399632306886,-7.037893559332242,OX,
2024-03-21 07:04:54,0.0136500795187013,331511.006509781,0.0,-3.1417703143625686,25360.13988817815,-157.17099827404047,OX,
2024-03-21 08:05:32,0.0138888377102052,218142.8137656164,0.0,1.7491340704410385,-113368.19274416461,-547.0329944710288,OX,
2024-03-21 09:05:17,0.0141324094217741,425529.8007861736,0.0,1.753722785528189,207386.98702055722,-282.93225110200234,OX,
2024-03-21 10:06:13,0.0140383479676225,426482.2073746053,0.0,-0.6655726659509087,952.4065884316806,-99.54075875149424,OX,
2024-03-21 11:00:21,0.0137570792617332,440233.9283461076,0.0,-2.0035741138345387,13751.720971502305,1343.8918355391831,OX,
2024-03-21 12:03:43,0.0137113234834194,448206.7583950309,0.0,-0.3325980569224063,7972.8300489233225,-42.023037949610675,OX,
2024-03-21 13:03:26,0.0138090251135068,453463.4594096693,0.0,0.712561629849584,5256.7010146383545,-34.0673138348379,OX,
2024-03-21 14:00:41,0.0142024944530623,372901.3206765268,0.0,2.8493636322715066,-80562.13873314246,-1632.5607925731515,OX,
2024-03-21 15:00:48,0.0139839028778043,386155.4004516918,0.0,-1.5391069222411846,13254.07977516501,-116.45199591717446,OX,
2024-03-21 16:00:40,0.0144844312179454,468018.9375727963,0.0,3.5793179094196548,81863.53712110448,517.6478375699629,OX,
2024-03-21 17:00:41,0.0153219594045378,508683.3230559229,0.0,5.782264929773362,40664.38548312662,-50.326620479432826,OX,
2024-03-21 18:01:03,0.0151389908286838,501986.07646514574,0.0,-1.194159121710059,-6697.246590777184,-116.46956301246986,OX,
2024-03-21 19:00:59,0.014889847619219,504219.3453809495,0.0,-1.645705531393471,2233.2689158037538,-133.34607566756168,OX,
2024-03-21 20:03:59,0.0149812051143768,514137.93916137744,0.0,0.6135556084528426,9918.593780427938,344.1289497309927,OX,
2024-03-21 21:07:07,0.0149114313968422,525871.2919179379,0.0,-0.46574168768066526,11733.352756560489,18.296534935361098,OX,
2024-03-21 22:00:52,0.0149201744740833,522016.8036144887,0.0,0.05863338675153873,-3854.4883034492377,-132.85069820554122,OX,
2024-03-21 23:01:52,0.0150393234837102,516877.2287522091,0.0,0.7985765168756265,-5139.57486227958,33.34000411106102,OX,
2024-03-22 00:04:35,0.0148229812208969,530579.8798731407,0.0,-1.4385106022064775,13702.651120931609,-366.61059500267703,OX,
2024-03-22 01:04:27,0.0146629478120867,526327.8359253982,0.0,-1.0796303822107722,-4252.043947742553,-131.03081228746532,OX,
2024-03-22 02:04:36,0.0145927715807954,521581.3586025632,0.0,-0.47859565614394306,-4746.477322834951,11.6281341672138,OX,
2024-03-22 03:04:18,0.0143362169466694,576499.5492385589,0.0,-1.7580939488125447,54918.19063599565,-1257.0305070623278,OX,
2024-03-22 04:04:24,0.0146801301026873,607788.7807098904,0.0,2.3989114931592725,31289.231471331557,-43.02574227413949,OX,
2024-03-22 05:04:04,0.0146417482070699,610076.2644958833,0.0,-0.2614547374506726,2287.4837859928375,-92.68922987741415,OX,
2024-03-22 06:03:44,0.0148128292871678,603779.3335788848,0.0,1.16844708485897,-6296.930916998419,-375.27761969536147,OX,
2024-03-22 07:01:55,0.0148283846399926,585200.4050404059,0.0,0.10501270569747145,-18578.92853847891,195.04736169687877,OX,
2024-03-22 08:02:15,0.0146447174614603,548390.1106267095,0.0,-1.2386189257388436,-36810.29441369639,98.12926422241416,OX,
2024-03-22 09:02:03,0.014511829861976,540693.6994488249,0.0,-0.9074097867303621,-7696.411177884671,-79.09168807131033,OX,
2024-03-22 10:02:33,0.0144447267627019,513307.5225926084,0.0,-0.462402742537138,-27386.17685621645,255.83048024915215,OX,
2024-03-22 11:05:44,0.0143172693885273,500026.2169178865,0.0,-0.8823799596106685,-13281.305674721894,-51.503615329544836,OX,
2024-03-22 12:04:56,0.0142426743408224,513682.8030589771,0.0,-0.5210144873342482,13656.586141090607,-202.82562931356196,OX,
2024-03-22 13:05:30,0.0142568915636187,502137.8627997901,0.0,0.09982130080408158,-11544.940259187017,-184.53752746046857,OX,
2024-03-22 14:05:27,0.014207554611222,459738.4681581961,0.0,-0.34605686784207057,-42399.39464159403,267.25521041873066,OX,
2024-03-22 15:05:31,0.0133224399120665,487650.84131263365,0.0,-6.229887713796867,27912.373154437577,-165.83200866517888,OX,
