Timestamp,Price,Volume,Market Cap,Price Change (%),Hourly Volume,Volume Change (%),Token,Market Cap Change (%)
2024-06-06 09:09:17,2.393881889952926,558.3610383189405,124405254.05707364,0.10023625598256647,-118.72777985831453,-123.12494815679362,Wexo,0.2203713377130878
2024-06-06 10:09:18,2.397442730809712,581.8554466425263,124562907.50229916,0.1487475581703146,23.494408323585844,-119.78846766243186,Wexo,0.12672571300982316
2024-06-06 11:09:23,2.4004265264592566,582.5796089876972,124641184.68628111,0.12445743171252133,0.7241623451708392,-96.91772469773645,Wexo,0.06284148752750962
2024-06-06 12:09:46,2.396871635590691,820.9741667275829,124668192.87319563,-0.1480941336625352,238.39455773988573,32820.04332034764,Wexo,0.02166875016673675
2024-06-06 13:09:35,2.398484523783337,912.9944624859432,124644443.73197246,0.06729138801997436,92.02029575836036,-61.40000148041782,Wexo,-0.01904988006631303
2024-06-06 14:09:20,2.392125586362297,1105.7817098116914,124313982.47207583,-0.26512313746388516,192.78724732574813,109.50513768396873,Wexo,-0.26512313746389626
2024-06-06 15:09:31,2.4007473624878592,1109.7672038844487,124716489.34544636,0.3604232225396409,3.9854940727573194,-97.93269828370799,Wexo,0.32378246225113205
2024-06-06 16:09:20,2.3996077709476,1109.240417377478,124702816.64060488,-0.047468199197697736,-0.5267865069706659,-113.21759604590791,Wexo,-0.010963028957311494
2024-06-06 17:09:22,2.3910082657555454,1430.5997474719725,124409667.90549172,-0.3583712845145026,321.35933009449445,-61103.713239069235,Wexo,-0.23507787795845614
2024-06-06 18:09:26,2.3955636665287234,1433.3253571191988,124326752.77256662,0.19052216750654605,2.7256096472262925,-99.15184984782461,Wexo,-0.06664685656752045
2024-06-06 19:09:30,2.3921475955708704,1431.2814368535755,124315126.24662696,-0.14259988183921157,-2.0439202656232283,-174.98947135380214,Wexo,-0.009351588198336369
2024-06-06 20:09:47,2.365614741323673,2249.010269754339,123617202.2396238,-1.1091645973820285,817.7288329007633,-40107.863645866004,Wexo,-0.561415193850634
2024-06-06 21:09:27,2.391528731580401,3343.5277961604334,124282965.12277028,1.0954442329112135,1094.5175264060945,33.84846936648511,Wexo,0.5385681532056763
2024-06-06 22:09:27,2.399655950085885,3607.9412177883473,124681413.6320102,0.3398336134608604,264.413421627914,-75.84201118312566,Wexo,0.32059784608962083
2024-06-06 23:09:38,2.406276523174724,3617.895410818288,125049378.35634406,0.2758967629756137,9.954193029940598,-96.23536771747227,Wexo,0.29512395922930423
2024-06-07 00:09:47,2.407707885763538,3620.047499363147,125127222.70922212,0.05948454282076465,2.152088544858998,-78.38008024974134,Wexo,0.062250891528803365
2024-06-07 01:09:45,2.4036528454786734,3613.950647444425,124913031.07383569,-0.1684191138319302,-6.096851918721768,-383.2993063081067,Wexo,-0.17117908537311877
2024-06-07 02:09:50,2.4034175134322173,3613.596819975847,124900801.33804543,-0.009790600456249798,-0.353827468577947,-94.1965546597673,Wexo,-0.009790600456272003
2024-06-07 03:09:36,2.400511780261586,3609.227979320235,124749796.1966341,-0.12090005812106508,-4.368840655612075,1134.7375609843684,Wexo,-0.12090005812103177
2024-06-07 04:09:56,2.404460406909964,3615.164835742436,124954998.42629696,0.16449103398892273,5.93685642220089,-235.89088937301003,Wexo,0.16449103398887832
2024-06-07 05:10:00,2.4100966257162164,3623.639028112732,125247901.4452203,0.23440680453938878,8.474192370295896,42.73871166239815,Wexo,0.23440680453941098
2024-06-07 06:10:02,2.413799027159237,3674.734071991348,125261442.08220468,0.15362045668689817,51.09504387861625,502.94883153369045,Wexo,0.010811068950555835
2024-06-07 07:09:33,2.410718972107814,3670.045039013158,125280243.54249889,-0.12760196755270403,-4.689032978189971,-109.17707985402546,Wexo,0.015009774741270299
2024-06-07 08:09:36,2.411447053317712,3398.5182284997463,125318080.46681486,0.030201828513476414,-271.5268105134119,5690.678201163449,Wexo,0.030201828513476414
2024-06-07 09:09:33,2.408323542343908,3157.055001319753,125155757.8485282,-0.12952849076682815,-241.46322717999328,-11.072049672212248,Wexo,-0.12952849076685036
2024-06-07 10:10:10,2.4080172163785494,3090.2356219575886,125139838.70076044,-0.012719468957256286,-66.81937936216445,-72.32730625588985,Wexo,-0.012719468957256286
2024-06-07 11:11:11,2.4079659969438687,3090.169891480036,125090464.1277955,-0.002127037727650549,-0.06573047755273365,-99.90162961975976,Wexo,-0.03945551910371492
2024-06-07 12:10:26,2.4649026134067373,17159.59241582908,127725073.03941125,2.364510816810994,14069.422524349044,-21404816.72834197,Wexo,2.1061628717950587
2024-06-07 13:10:14,2.4319681857716304,17882.085249585467,126384522.67818008,-1.3361350446859377,722.492833756387,-94.86480107832418,Wexo,-1.0495592833347
2024-06-07 14:09:49,2.43535876449071,17712.088043365507,126560724.2730532,0.13941706716875668,-169.99720621995948,-123.52925846144514,Wexo,0.13941706716873448
2024-06-07 15:09:46,2.438904448690156,18629.996848907213,126774889.11689422,0.14559186314331285,917.9088055417051,-639.9552298253786,Wexo,0.16921904095534845
2024-06-07 16:10:40,2.438447788175199,18626.508567945966,126778169.15439464,-0.018724001885450647,-3.488280961246346,-100.38002478461765,Wexo,0.002587292738542857
2024-06-07 17:10:33,2.424909790928476,18201.16332807748,126185295.13391024,-0.5551891376298079,-425.3452398684858,12093.548759229301,Wexo,-0.46764677581231373
2024-06-07 18:10:10,2.3600887406313387,17714.622126433853,125706919.72667612,-2.673132441447146,-486.5412016436276,14.387362556135152,Wexo,-0.3791055104530705
2024-06-07 19:10:01,2.3572643065938146,17693.42216863803,122502311.48506738,-0.11967490835825823,-21.19995779582314,-95.64272096089587,Wexo,-2.549269561752454
2024-06-07 20:09:53,2.3626254722857785,16913.355776935936,122780920.5437473,0.22743167480063775,-780.0663917020938,3579.5657765685937,Wexo,0.22743167480059334
2024-06-07 21:09:58,2.370656284562589,15925.228320487482,123198265.79614864,0.33991050934707445,-988.1274564484538,26.672225205392298,Wexo,0.33991050934711886
2024-06-07 22:09:47,2.3712021881709613,15672.407023194271,123299444.76378444,0.02302753089629128,-252.8212972932106,-74.4141005653354,Wexo,0.08212694146458865
2024-06-07 23:09:50,2.372386977996628,15680.237864645676,123272949.65920945,0.0499657866198433,7.830841451404922,-103.09738203831897,Wexo,-0.02148842164354514
2024-06-08 00:09:38,2.3619671571552896,15611.368295382928,122838299.83316758,-0.4392125288993687,-68.86956926274797,-979.4657597159263,Wexo,-0.3525914056923818
2024-06-08 01:09:23,2.3673197500892007,15646.746136845884,123010333.15114032,0.22661589166030893,35.377841462955985,-151.36933749067617,Wexo,0.1400485990170619
2024-06-08 02:09:59,2.3691531538514696,15658.863977384104,123144405.75331707,0.07744639321325408,12.117840538219752,-65.7473716961836,Wexo,0.10899295916224627
2024-06-08 03:10:15,2.367746071822252,15649.563900660603,123065454.75239228,-0.05939177156740749,-9.300076723500752,-176.74698057106994,Wexo,-0.06411253555679286
2024-06-08 04:09:55,2.3694627986655,15660.910567751773,123111932.54283984,0.07250468551835976,11.346667091169365,-222.00616649212154,Wexo,0.037766723847143524
2024-06-08 05:09:42,2.369957437662384,15855.227850143714,123223073.18313016,0.02087557555925379,194.31728239194126,1612.549428220823,Wexo,0.09027609102931766
2024-06-08 06:09:43,2.3725551910158016,15826.047795347557,123254536.44021145,0.10961181463156056,-29.180054796157492,-115.016705893046,Wexo,0.025533576032898964
2024-06-08 07:10:22,2.3974029915370103,26170.084734949272,124588238.66419531,1.0473012646997848,10344.036939601716,-35548.997652204016,Wexo,1.0820715103097456
2024-06-08 08:10:01,2.4115355875977684,26324.35635208684,125322681.4162808,0.5894960551332984,154.27161713756868,-98.5085937140562,Wexo,0.5894960551332984
2024-06-08 09:10:23,2.403953041372687,26241.585170972296,124928631.6540558,-0.3144281288684936,-82.77118111454547,-153.65289004570158,Wexo,-0.3144281288684714
2024-06-08 10:09:51,2.405087553803598,26253.96952460604,124964658.76117976,0.047193618651686364,12.384353633744468,-114.96215647400996,Wexo,0.028838150748122793
2024-06-08 11:10:23,2.4036086800351955,26237.82611777456,124818512.02521098,-0.0614893942660788,-16.143406831481116,-230.3532449807805,Wexo,-0.11695045416647565
2024-06-08 12:09:58,2.396445641118868,12464.026515175412,124475453.3378684,-0.29801185924417384,-13773.799602599147,85221.5169906948,Wexo,-0.27484599982515734
2024-06-08 13:10:18,2.395699846216913,11507.795050816894,124496065.05401754,-0.031120877067214447,-956.2314643585178,-93.05760580270041,Wexo,0.016558860077564574
2024-06-08 14:10:02,2.396865642426315,11513.394977648297,124588083.53087886,0.048662031315926946,5.599926831402627,-100.58562461497324,Wexo,0.0739127592678468
2024-06-08 15:10:52,2.402672201001182,11541.28690498454,124843810.63480194,0.24225632309489153,27.89192733624259,398.0766387845184,Wexo,0.20525807659581563
2024-06-08 16:10:16,2.4117036414606625,10666.05146604548,125331414.83942774,0.37589149513268527,-875.2354389390603,-3237.9525279408895,Wexo,0.39057138847848893
2024-06-08 17:10:26,2.408590840423023,10652.284726426127,125129940.10292794,-0.1290706280873799,-13.766739619351938,-98.4270815592157,Wexo,-0.16075358022402675
2024-06-08 18:09:54,2.411734193246583,10666.18658501922,125173412.70341906,0.1305058862968833,13.901858593093493,-200.9814885548617,Wexo,0.034741965396412056
2024-06-08 19:09:54,2.41429433155948,10677.509106798476,125458516.9344428,0.10615341939697043,11.322521779255112,-18.553899081665293,Wexo,0.22776740273053875
2024-06-08 20:10:18,2.408016083974777,10649.742796417797,125148896.03338136,-0.2600448297721658,-27.766310380678988,-345.2307968314253,Wexo,-0.246791456353046
2024-06-08 21:09:49,2.4018384854149515,10622.421618540502,124855600.74204952,-0.2565430771387711,-27.321177877294758,-1.6031388300477012,Wexo,-0.23435707435534026
2024-06-08 22:10:00,2.403832377700084,10631.23984867681,124922361.00431795,0.08301525257590203,8.818230136308557,-132.27617116624003,Wexo,0.05346997801594089
2024-06-08 23:10:33,2.4051484512201338,10637.060343225408,124923035.92366683,0.054748972193685574,5.820494548597708,-33.9947533844444,Wexo,0.0005402710479218698
2024-06-09 00:10:05,2.404143688428696,10632.616658080842,124945228.89902884,-0.04177550000823427,-4.443685144566189,-176.34549104829546,Wexo,0.01776531862029973
2024-06-09 05:10:02,2.40095391948658,10382.023361735077,124758083.76150958,-0.13267796585823,-250.59329634576534,5539.312601888434,Wexo,-0.14978173970171538
2024-06-09 06:09:31,2.409208551279085,10417.717416259304,125097330.5758228,0.34380633986803577,35.694054524226885,-114.24381858761964,Wexo,0.2719237135460739
2024-06-09 07:09:56,2.414128733844636,241.75747508949368,125457442.04043804,0.20422402049580235,-10175.959941169811,-28608.837331054696,Wexo,0.2878650271413763
2024-06-09 08:10:07,2.411760811695832,313.8149918498635,125407710.48393825,-0.0980859933278233,72.0575167603698,-100.70811517711307,Wexo,-0.039640180519351365
2024-06-09 09:10:00,2.414494285975004,314.1706677545719,125487151.9501828,0.11333936043391724,0.35567590470844834,-99.50639999725321,Wexo,0.06334655655382271
2024-06-09 10:10:38,2.415623281821443,314.3175711376233,125535110.70969675,0.046759102019700016,0.14690338305138084,-58.69740370189,Wexo,0.0382180635775331
2024-06-09 11:10:18,2.415258363290336,314.2700884414496,125456120.94008905,-0.015106599354841599,-0.047482696173688055,-132.32239801930263,Wexo,-0.0629224518631899
2024-06-09 12:09:54,2.4189588211010653,314.7515869101549,125640881.14033338,0.15321167569368743,0.481498468705297,-1114.0503962622774,Wexo,0.14727077392466814
2024-06-09 13:10:14,2.424862314988907,315.51974139600384,126162058.38446888,0.24405102874609508,0.7681544858489247,59.53414928076886,Wexo,0.4148150183325816
2024-06-09 14:10:18,2.4164958043372544,314.4311025644797,125478304.4210784,-0.3450303384211262,-1.088638831524122,-241.7213401183246,Wexo,-0.5419648126751331
2024-06-09 15:09:58,2.4181548685506544,314.64697771266265,125643352.50437556,0.06865578704595698,0.2158751481829313,-119.82982252072532,Wexo,0.13153515586510345
2024-06-09 16:10:11,2.4169968349719992,221.8887345768768,125651525.54059114,-0.047889140340673375,-92.75824313578585,-43068.46761498599,Wexo,0.006504949169738872
2024-06-09 17:09:58,2.4221439842281245,222.3612608204344,125866453.4287912,0.21295639206679873,0.47252624355760986,-100.50941698288301,Wexo,0.17105075905394784
2024-06-09 18:10:02,2.423396906363615,222.47628343988708,125905594.37062912,0.051727814021340635,0.11502261945267378,-75.65794048036818,Wexo,0.031097199270857523
2024-06-09 19:10:03,2.427437689848792,339.21503390847874,126211315.36961588,0.16674047385991653,116.73875046859166,101391.99437822227,Wexo,0.24281764485127866
2024-06-09 20:10:33,2.4265966074545844,339.097499359986,126070264.15506944,-0.03464897977505377,-0.11753454849275613,-100.10068169140149,Wexo,-0.11175797838202106
2024-06-09 21:10:03,2.425440141633676,338.9358924959689,126045273.28041887,-0.047657934464906404,-0.1616068640170738,37.49732830856447,Wexo,-0.019822973179328685
2024-06-09 22:09:46,2.4336120810237887,340.07785577226946,126469952.62664428,0.3369260386945072,1.1419632763005438,-806.630428878253,Wexo,0.3369260386945294
2024-06-09 23:10:31,2.428777470823626,339.4022576014737,126264755.16635782,-0.1986598537154216,-0.6755981707957517,-159.16111181651925,Wexo,-0.16224997007173725
2024-06-10 00:10:05,2.428738711265685,339.3968412627491,126216693.34705517,-0.0015958464044785181,-0.005416338724614889,-99.19828990681913,Wexo,-0.03806431908834895
2024-06-10 01:10:09,2.42056276675177,338.2543183023783,125838245.8059257,-0.33663335112957826,-1.1425229603707976,20994.008673765744,Wexo,-0.2998395308050572
2024-06-10 02:09:59,2.417843435944988,337.87431353616387,125650487.67918912,-0.1123429164545553,-0.3800047662144266,-66.73985736872204,Wexo,-0.14920593141941607
2024-06-10 03:09:46,2.4172247877961697,385.5112120198546,125689333.60635428,-0.025586774545494073,47.63689848369074,-12635.868683502382,Wexo,0.030915858650981676
2024-06-10 04:09:42,2.414511648653525,385.0785068926608,125438998.19393528,-0.11224190469758533,-0.43270512719379894,-100.9083402592676,Wexo,-0.19916997348640164
2024-06-10 05:09:39,2.418986081440914,385.7921120218471,125740862.21968342,0.18531419344709477,0.7136051291863055,-264.91718825108757,Wexo,0.24064607505989155
2024-06-10 06:11:03,2.414062471029036,385.0068697775265,125447366.93464236,-0.2035402538961617,-0.7852422443206137,-210.03876124264872,Wexo,-0.2334128141481151
